longitude,latitude,elevation,land_type,tree_density,tree_height,slope_deg
128.30731,38.24975,1022.88452,1,3,1,1
128.30746,38.24975,1020.55035,1,3,1,1
128.30761,38.24975,1019.83246,1,3,1,0
128.30776,38.24975,1019.67352,1,3,1,0
128.30791,38.24975,1018.7901,1,3,1,0
128.31167,38.24975,922.51434,1,3,3,1
128.31182,38.24975,919.61951,1,3,3,1
128.31197,38.24975,918.0083,1,3,3,1
128.31212,38.24975,919.26666,1,3,3,0
128.31227,38.24975,921.31726,1,3,3,1
128.31242,38.24975,924.27765,1,3,3,2
128.31257,38.24975,928.33563,1,3,3,2
128.31272,38.24975,931.66034,1,3,3,0
128.31287,38.24975,932.07019,1,3,3,2
128.31302,38.24975,928.09302,1,3,3,2
128.31317,38.24975,920.70288,1,3,3,1
128.31332,38.24975,918.80139,1,3,3,1
128.31347,38.24975,925.34387,1,3,3,2
128.31362,38.24975,930.03906,1,3,3,2
128.31377,38.24975,928.56012,1,3,3,0
128.32429,38.24975,673.91614,1,3,2,1
128.32444,38.24975,670.72412,1,3,2,1
128.32459,38.24975,668.41138,1,3,2,1
128.32474,38.24975,667.28674,1,3,2,0
128.32489,38.24975,666.44641,1,3,2,1
128.32504,38.24975,664.74036,1,3,2,1
128.32519,38.24975,661.74219,1,3,2,1
128.32534,38.24975,658.06683,1,3,2,2
128.32549,38.24975,654.47571,1,3,2,2
128.32564,38.24975,650.59137,1,3,2,2
128.32579,38.24975,646.84418,1,3,2,1
128.32594,38.24975,643.72437,1,3,2,1
128.32609,38.24975,640.33392,1,3,2,1
128.32624,38.24975,637.56409,1,3,2,0
128.32639,38.24975,635.99402,1,3,2,0
128.33195,38.24975,626.87036,1,3,2,4
128.3321,38.24975,613.97205,1,3,2,4
128.33225,38.24975,607.16296,1,3,2,3
128.3324,38.24975,608.96735,1,3,2,3
128.33255,38.24975,616.00293,1,3,2,3
128.3327,38.24975,622.23621,1,3,2,3
128.33285,38.24975,627.67133,1,3,2,3
128.333,38.24975,634.48328,1,3,2,3
128.33315,38.24975,642.20197,1,3,2,3
128.33331,38.24975,652.37006,1,3,2,3
128.33346,38.24975,662.84924,1,3,2,3
128.33361,38.24975,672.53253,1,3,2,3
128.33376,38.24975,681.54132,1,3,2,3
128.33391,38.24975,689.68671,1,3,2,3
128.33406,38.24975,697.60333,1,3,2,3
128.33856,38.24975,701.70862,1,2,2,1
128.33871,38.24975,699.52411,1,2,2,1
128.33886,38.24975,693.26306,1,2,2,2
128.33901,38.24975,687.69403,1,2,2,1
128.33916,38.24975,690.41968,1,2,2,1
128.33931,38.24975,699.76013,1,2,2,3
128.33946,38.24975,709.7738,1,2,2,3
128.33962,38.24975,719.0462,1,2,2,3
128.33977,38.24975,728.23499,1,2,2,3
128.33992,38.24975,737.09082,1,2,2,3
128.34007,38.24975,744.11835,1,2,2,3
128.34022,38.24975,750.43518,1,2,2,3
128.34037,38.24975,754.94427,1,2,2,0
128.34052,38.24975,755.16803,1,2,2,2
128.34067,38.24975,751.14563,1,2,2,2
128.34097,38.24975,747.6875,1,3,2,1
128.34112,38.24975,750.53345,1,3,2,1
128.34127,38.24975,753.89142,1,3,2,1
128.34142,38.24975,752.27136,1,3,2,1
128.34157,38.24975,745.47986,1,3,2,3
128.34172,38.24975,735.47601,1,3,2,0
128.34187,38.24975,734.19409,1,3,2,1
128.34202,38.24975,736.27264,1,3,2,1
128.34217,38.24975,739.08264,1,3,2,2
128.34232,38.24975,744.992,1,3,2,2
128.34547,38.24975,811.28796,1,3,3,3
128.34562,38.24975,801.42206,1,3,3,3
128.34578,38.24975,792.4281,1,3,3,3
128.34593,38.24975,784.18402,1,3,3,3
128.34608,38.24975,775.56079,1,3,3,3
128.34623,38.24975,766.90918,1,3,3,3
128.34638,38.24975,758.15277,1,3,3,3
128.34653,38.24975,750.12616,1,3,3,3
128.34668,38.24975,743.38678,1,3,3,3
128.34683,38.24975,737.67865,1,3,3,2
128.34698,38.24975,732.79358,1,3,3,2
128.34713,38.24975,728.60864,1,3,3,2
128.34728,38.24975,725.00208,1,3,3,1
128.34743,38.24975,721.95087,1,3,3,1
128.34758,38.24975,718.85889,1,3,3,1
128.34998,38.24975,687.8974,1,3,3,3
128.35013,38.24975,697.73456,1,3,3,3
128.35028,38.24975,704.78833,1,3,3,3
128.35043,38.24975,710.54443,1,3,3,2
128.35058,38.24975,716.13562,1,3,3,2
128.35073,38.24975,721.96387,1,3,3,2
128.35088,38.24975,728.13867,1,3,3,3
128.35103,38.24975,734.81238,1,3,1,2
128.35118,38.24975,740.63464,1,3,1,0
128.35133,38.24975,742.24084,1,3,1,0
128.35148,38.24975,743.69769,1,3,1,1
128.35163,38.24975,742.00555,1,3,1,2
128.35178,38.24975,736.47272,1,3,1,2
128.35193,38.24975,730.74585,1,3,1,2
128.35209,38.24975,727.63849,1,3,1,2
128.35224,38.24975,723.31586,1,3,1,2
128.35239,38.24975,715.28833,1,3,1,3
128.35254,38.24975,706.4314,1,3,1,3
128.35599,38.24975,606.14166,1,3,3,0
128.35614,38.24975,605.8963,1,3,3,1
128.35629,38.24975,607.54224,1,3,3,1
128.35644,38.24975,604.56635,1,3,3,1
128.35659,38.24975,601.36523,1,3,3,0
128.35674,38.24975,600.90137,1,3,3,0
128.35689,38.24975,602.84082,1,3,3,1
128.35704,38.24975,605.70398,1,3,3,2
128.35719,38.24975,609.2832,1,3,3,0
128.35734,38.24975,610.104,1,3,3,0
128.35749,38.24975,609.94824,1,3,3,0
128.35764,38.24975,609.53778,1,3,3,0
128.35779,38.24975,611.55042,1,3,3,1
128.35794,38.24975,614.16534,1,3,3,1
128.35885,38.24975,591.33594,1,3,3,0
128.359,38.24975,589.94397,1,3,3,1
128.35915,38.24975,592.12787,1,3,3,1
128.3593,38.24975,595.14178,1,3,3,1
128.35945,38.24975,595.23889,1,3,3,3
128.3596,38.24975,589.00104,1,3,3,3
128.35975,38.24975,578.40869,1,3,3,3
128.3599,38.24975,571.61188,1,3,3,1
128.36005,38.24975,575.03479,1,3,3,3
128.3602,38.24975,581.90753,1,3,3,3
128.36035,38.24975,587.40167,1,3,1,1
128.3605,38.24975,589.43402,1,3,1,1
128.36065,38.24975,587.13177,1,3,1,1
128.3608,38.24975,580.00891,1,3,1,3
128.36095,38.24975,573.71442,1,3,1,3
128.3611,38.24975,566.94885,1,3,1,3
128.36125,38.24975,560.24969,1,3,3,3
128.3614,38.24975,553.8103,1,3,3,3
128.36155,38.24975,547.58881,1,3,3,3
128.3617,38.24975,540.74524,1,3,3,3
128.36185,38.24975,532.66492,1,3,3,3
128.362,38.24975,524.3631,1,3,3,3
128.36215,38.24975,517.09583,1,3,3,3
128.3623,38.24975,509.81177,1,3,3,3
128.36245,38.24975,503.29535,1,3,3,2
128.3626,38.24975,498.47046,1,3,3,2
128.36275,38.24975,494.03918,1,3,3,2
128.3629,38.24975,489.78244,1,3,3,1
128.36305,38.24975,486.77878,1,3,3,1
128.3632,38.24975,485.84189,1,3,3,0
128.36335,38.24975,487.38907,1,3,3,0
128.3635,38.24975,488.33072,1,3,3,0
128.36365,38.24975,485.85431,1,3,3,2
128.3638,38.24975,480.79434,1,3,3,3
128.36395,38.24975,472.86057,1,3,3,3
128.3641,38.24975,463.34735,1,3,3,3
128.36425,38.24975,455.12338,1,3,3,3
128.36441,38.24975,450.75443,1,3,3,0
128.36456,38.24975,450.00226,1,3,3,0
128.36561,38.24975,480.55191,1,3,3,2
128.36576,38.24975,486.41751,1,3,3,2
128.36591,38.24975,491.5358,1,3,3,1
128.36606,38.24975,493.98398,1,3,3,0
128.36621,38.24975,493.13724,1,3,3,0
128.36636,38.24975,491.14816,1,3,3,1
128.36651,38.24975,489.76932,1,3,3,0
128.36666,38.24975,489.32651,1,3,3,0
128.36681,38.24975,489.53418,1,3,3,0
128.36696,38.24975,491.55005,1,3,3,1
128.36711,38.24975,494.56311,1,3,3,2
128.36726,38.24975,499.48682,1,3,3,2
128.36771,38.24975,524.96442,1,3,3,3
128.36786,38.24975,533.82373,1,3,3,2
128.36801,38.24975,538.39545,1,3,3,0
128.36816,38.24975,539.89325,1,3,3,0
128.36831,38.24975,540.34058,1,3,3,1
128.36846,38.24975,543.35034,1,3,3,2
128.36861,38.24975,548.37762,1,3,3,2
128.36876,38.24975,557.37244,1,3,3,4
128.36891,38.24975,568.63208,1,3,3,4
128.36906,38.24975,577.31805,1,3,3,3
128.36921,38.24975,579.79523,1,3,3,0
128.36936,38.24975,578.47748,1,3,3,0
128.36951,38.24975,572.37122,1,3,3,2
128.36966,38.24975,566.09296,1,3,1,3
128.36981,38.24975,559.25,1,3,1,2
128.36996,38.24975,553.82043,1,3,1,2
128.37011,38.24975,550.52014,1,3,1,1
128.37026,38.24975,547.49689,1,3,1,1
128.37041,38.24975,543.23541,1,3,1,2
128.37056,38.24975,540.75983,1,3,1,1
128.37072,38.24975,540.04169,1,3,1,2
128.37087,38.24975,544.45532,1,3,1,3
128.37102,38.24975,554.85632,1,3,1,3
128.37117,38.24975,563.24347,1,3,1,2
128.37132,38.24975,568.04169,1,3,1,2
128.37147,38.24975,570.78168,1,3,1,1
128.37162,38.24975,573.09399,1,3,1,1
128.37177,38.24975,576.05707,1,3,1,2
128.37192,38.24975,579.81836,1,3,1,2
128.37207,38.24975,584.03119,1,3,1,0
128.37222,38.24975,582.9809,1,3,1,0
128.37237,38.24975,582.76678,1,3,1,0
128.37252,38.24975,583.98138,1,3,1,1
128.37267,38.24975,586.02136,1,3,1,2
128.37282,38.24975,589.93384,1,3,1,2
128.37297,38.24975,597.00781,1,3,1,2
128.37312,38.24975,601.28717,1,3,2,2
128.37327,38.24975,604.95221,1,3,2,2
128.37342,38.24975,609.32373,1,3,2,2
128.37357,38.24975,614.65393,1,3,2,2
128.37372,38.24975,620.83167,1,3,2,3
128.37387,38.24975,626.6803,1,3,2,2
128.37402,38.24975,632.02942,1,3,2,3
128.37417,38.24975,639.07019,1,3,2,3
128.37432,38.24975,648.20886,1,3,2,3
128.37447,38.24975,657.94452,1,3,2,3
128.37462,38.24975,668.56354,1,3,2,3
128.37477,38.24975,679.96136,1,3,2,4
128.25022,38.2496,790.45355,1,3,2,1
128.25037,38.2496,793.0108,1,3,2,1
128.25052,38.2496,797.96277,1,3,2,2
128.25067,38.2496,804.00861,1,3,2,3
128.25082,38.2496,810.78314,1,3,2,3
128.25097,38.2496,819.31799,1,3,2,3
128.25112,38.2496,830.90619,1,3,2,4
128.25127,38.2496,840.39587,1,3,2,3
128.25142,38.2496,847.61554,1,3,2,3
128.25157,38.2496,854.96759,1,3,2,3
128.25172,38.2496,863.08301,1,3,2,3
128.25187,38.2496,871.29828,1,3,2,3
128.25202,38.2496,879.13739,1,3,2,3
128.25217,38.2496,886.63068,1,3,2,1
128.25232,38.2496,889.65082,1,3,2,1
128.25248,38.2496,882.41943,1,3,2,3
128.25263,38.2496,876.29651,1,3,2,2
128.25278,38.2496,872.33801,1,3,2,1
128.25293,38.2496,870.1496,1,3,2,1
128.25308,38.2496,867.81274,1,3,2,2
128.25323,38.2496,863.19525,1,3,2,2
128.25984,38.2496,774.31256,1,3,2,1
128.25999,38.2496,777.08466,1,3,2,1
128.26014,38.2496,780.06543,1,3,2,1
128.26029,38.2496,783.44934,1,3,2,1
128.26044,38.2496,787.64789,1,3,2,2
128.26059,38.2496,792.72882,1,3,2,2
128.26074,38.2496,798.16699,1,3,2,2
128.26089,38.2496,803.28015,1,3,2,2
128.26104,38.2496,807.31561,1,3,2,0
128.26119,38.2496,807.90161,1,3,2,0
128.26134,38.2496,810.13831,1,3,2,1
128.26149,38.2496,813.70825,1,3,2,2
128.26164,38.2496,817.3056,1,3,2,2
128.26179,38.2496,821.23175,1,3,2,2
128.27126,38.2496,1026.54565,1,3,2,2
128.27141,38.2496,1020.44781,1,3,2,3
128.27156,38.2496,1013.13568,1,3,2,3
128.27171,38.2496,1007.32465,1,3,2,1
128.27186,38.2496,1004.27338,1,3,2,1
128.27201,38.2496,996.14813,1,3,2,3
128.27216,38.2496,991.56995,1,3,2,0
128.27231,38.2496,990.39648,1,3,2,0
128.27246,38.2496,990.50336,1,3,2,0
128.27802,38.2496,819.31158,1,3,2,2
128.27817,38.2496,815.46796,1,3,2,2
128.27832,38.2496,813.89172,1,3,2,1
128.27847,38.2496,812.12152,1,3,2,1
128.27862,38.2496,808.24847,1,3,2,2
128.27877,38.2496,802.34784,1,3,2,3
128.27892,38.2496,796.03961,1,3,2,2
128.27907,38.2496,790.71393,1,3,2,2
128.27922,38.2496,786.84973,1,3,2,2
128.28237,38.2496,770.67139,1,3,2,2
128.28252,38.2496,774.80829,1,3,2,2
128.28267,38.2496,780.18549,1,3,2,2
128.28282,38.2496,784.23993,1,3,2,2
128.28297,38.2496,783.47491,1,3,2,1
128.28312,38.2496,781.2793,1,3,2,1
128.28327,38.2496,778.17474,1,3,2,1
128.29484,38.2496,765.73615,1,2,2,3
128.29499,38.2496,773.77362,1,2,2,2
128.29514,38.2496,777.67328,1,2,2,2
128.29529,38.2496,779.4939,1,2,2,1
128.29544,38.2496,781.14465,1,2,2,1
128.29559,38.2496,783.59753,1,2,2,1
128.29574,38.2496,788.43109,1,2,2,2
128.29589,38.2496,796.60229,1,2,2,3
128.29605,38.2496,806.94403,1,2,2,3
128.2962,38.2496,816.50549,1,2,2,3
128.29635,38.2496,825.5426,1,2,2,3
128.2965,38.2496,832.69318,1,2,2,3
128.29665,38.2496,839.78961,1,2,2,3
128.2968,38.2496,846.73303,1,3,2,3
128.29695,38.2496,852.85175,1,3,2,2
128.2971,38.2496,857.54492,1,3,2,1
128.29725,38.2496,860.18573,1,3,2,1
128.2974,38.2496,859.43372,1,3,2,2
128.29755,38.2496,855.82281,1,3,2,0
128.2977,38.2496,854.57391,1,3,2,0
128.29785,38.2496,854.35211,1,3,2,0
128.298,38.2496,855.38715,1,3,2,0
128.29815,38.2496,859.38416,1,3,2,2
128.2983,38.2496,867.17273,1,3,2,3
128.29845,38.2496,877.18378,1,3,2,3
128.2986,38.2496,886.35248,1,3,2,3
128.29875,38.2496,892.85663,1,3,2,0
128.2989,38.2496,894.25909,1,3,2,0
128.29905,38.2496,893.97278,1,3,2,0
128.29965,38.2496,900.90076,1,3,2,2
128.2998,38.2496,906.82159,1,3,2,2
128.29995,38.2496,914.85846,1,3,2,3
128.3001,38.2496,922.84772,1,3,2,3
128.30025,38.2496,930.78204,1,3,2,3
128.3004,38.2496,938.82587,1,3,2,3
128.30055,38.2496,947.15747,1,3,2,3
128.3007,38.2496,955.85303,1,3,2,3
128.30085,38.2496,964.77875,1,3,2,3
128.301,38.2496,973.37622,1,3,2,3
128.30115,38.2496,979.46136,1,3,2,2
128.3013,38.2496,985.17792,1,3,2,2
128.30145,38.2496,990.5,1,3,2,2
128.3016,38.2496,995.16022,1,3,2,2
128.30175,38.2496,999.05176,1,3,2,2
128.30581,38.2496,1037.48242,1,3,1,0
128.30596,38.2496,1037.2832,1,3,1,0
128.30611,38.2496,1034.85144,1,3,1,1
128.30626,38.2496,1031.36035,1,3,1,2
128.30641,38.2496,1027.77698,1,3,1,2
128.30656,38.2496,1025.26941,1,3,1,1
128.30671,38.2496,1024.29016,1,3,1,0
128.30686,38.2496,1024.36377,1,3,1,0
128.30701,38.2496,1024.53247,1,3,1,0
128.30716,38.2496,1024.22083,1,3,1,1
128.30731,38.2496,1022.16412,1,3,1,1
128.30746,38.2496,1020.42633,1,3,1,1
128.30761,38.2496,1020.00275,1,3,1,0
128.30776,38.2496,1020.0,1,3,1,0
128.30791,38.2496,1019.97272,1,3,1,0
128.31167,38.2496,919.2063,1,3,3,2
128.31182,38.2496,915.49524,1,3,3,1
128.31197,38.2496,912.49738,1,3,3,1
128.31212,38.2496,911.65613,1,3,3,0
128.31227,38.2496,912.70337,1,3,3,1
128.31242,38.2496,915.23547,1,3,3,2
128.31257,38.2496,919.14685,1,3,3,2
128.31272,38.2496,922.23804,1,3,3,0
128.31287,38.2496,922.64313,1,3,3,2
128.31302,38.2496,918.96161,1,3,3,2
128.31317,38.2496,911.33466,1,3,3,0
128.31332,38.2496,911.11072,1,3,3,0
128.31347,38.2496,914.01764,1,3,3,2
128.31362,38.2496,918.75415,1,3,3,2
128.31377,38.2496,918.44482,1,3,3,0
128.32429,38.2496,666.22009,1,3,2,0
128.32444,38.2496,664.909,1,3,2,0
128.32459,38.2496,663.38379,1,3,2,0
128.32474,38.2496,661.72876,1,3,2,1
128.32489,38.2496,660.1239,1,3,2,1
128.32504,38.2496,658.50909,1,3,2,1
128.32519,38.2496,656.32422,1,3,2,1
128.32534,38.2496,652.94507,1,3,2,1
128.32549,38.2496,649.42987,1,3,2,1
128.32564,38.2496,646.26703,1,3,2,1
128.32579,38.2496,642.15588,1,3,2,0
128.32594,38.2496,641.64325,1,3,2,0
128.32609,38.2496,643.65814,1,3,2,1
128.32624,38.2496,644.55933,1,3,2,1
128.32639,38.2496,642.44812,1,3,2,1
128.3291,38.2496,614.76532,2,0,0,1
128.3321,38.2496,611.20612,1,3,2,2
128.33225,38.2496,605.48602,1,3,2,2
128.3324,38.2496,609.42902,1,3,2,3
128.33255,38.2496,619.85608,1,3,2,3
128.3327,38.2496,629.35602,1,3,2,3
128.33285,38.2496,637.82452,1,3,2,3
128.333,38.2496,645.34186,1,3,2,3
128.33315,38.2496,654.34589,1,3,2,3
128.33331,38.2496,663.47131,1,3,2,3
128.33346,38.2496,672.14502,1,3,2,3
128.33361,38.2496,679.80823,1,3,2,3
128.33376,38.2496,686.30768,1,3,2,2
128.33391,38.2496,692.28186,1,3,2,2
128.33856,38.2496,693.90625,1,2,2,1
128.33871,38.2496,691.13885,1,2,2,1
128.33886,38.2496,687.56519,1,2,2,1
128.33901,38.2496,684.75146,1,2,2,2
