longitude,latitude,elevation,land_type,tree_density,tree_height,slope_deg
128.31302,38.02754,452.11649,1,3,2,3
128.31317,38.02754,444.25562,1,3,2,2
128.31332,38.02754,438.23264,1,3,2,1
128.31347,38.02754,435.31158,1,3,2,1
128.31362,38.02754,433.44821,1,3,2,1
128.31377,38.02754,430.00897,1,3,2,1
128.31392,38.02754,427.58167,1,3,2,1
128.31407,38.02754,429.80112,1,3,2,1
128.31422,38.02754,433.11731,1,3,2,1
128.31437,38.02754,436.52518,1,3,2,1
128.31452,38.02754,440.98257,1,3,2,2
128.31468,38.02754,444.87503,1,3,2,2
128.31483,38.02754,449.4581,1,3,2,2
128.31498,38.02754,455.55276,1,3,2,2
128.31513,38.02754,463.423,1,3,2,3
128.31603,38.02754,525.84039,1,2,2,2
128.31618,38.02754,530.85492,1,2,2,2
128.31633,38.02754,528.88275,1,2,2,1
128.31648,38.02754,522.09521,1,2,2,3
128.31663,38.02754,513.20343,1,2,2,3
128.31678,38.02754,504.26321,1,2,2,3
128.31693,38.02754,494.94873,1,2,2,3
128.31708,38.02754,486.75641,1,2,2,3
128.31723,38.02754,481.19022,1,2,2,2
128.31738,38.02754,480.14746,1,2,2,2
128.31753,38.02754,484.18832,1,2,2,2
128.31768,38.02754,490.59671,1,2,2,2
128.31783,38.02754,496.01019,1,3,2,2
128.31798,38.02754,501.43976,1,3,2,3
128.31813,38.02754,507.94806,1,3,2,3
128.31873,38.02754,533.46088,1,3,2,3
128.31888,38.02754,540.97748,1,3,2,3
128.31903,38.02754,550.44006,1,3,2,3
128.31918,38.02754,560.33728,1,3,2,3
128.31933,38.02754,568.90057,0,0,0,3
128.31948,38.02754,577.52533,0,0,0,3
128.31963,38.02754,585.59595,0,0,0,3
128.31978,38.02754,593.20557,0,0,0,2
128.31993,38.02754,599.11414,0,0,0,1
128.32008,38.02754,601.33752,0,0,0,1
128.32023,38.02754,599.88348,0,0,0,1
128.32038,38.02754,597.90155,0,0,0,0
128.32053,38.02754,598.65344,0,0,0,0
128.32068,38.02754,597.9632,0,0,0,2
128.32083,38.02754,593.71533,0,0,0,2
128.32099,38.02754,587.49097,0,0,0,3
128.32114,38.02754,579.04138,0,0,0,3
128.32189,38.02754,549.9295,1,3,2,2
128.32204,38.02754,553.46613,1,3,2,2
128.32219,38.02754,561.50061,1,3,2,3
128.32234,38.02754,572.11438,1,3,2,2
128.32249,38.02754,577.979,1,3,2,2
128.32264,38.02754,575.88654,1,3,2,3
128.32279,38.02754,569.71436,1,3,2,2
128.32294,38.02754,565.87524,1,3,2,2
128.32309,38.02754,564.73737,1,3,2,1
128.32324,38.02754,567.30145,1,3,2,1
128.32339,38.02754,572.03394,1,3,2,2
128.32354,38.02754,578.5257,1,3,2,3
128.32369,38.02754,585.43091,1,3,2,3
128.32384,38.02754,592.14685,1,3,2,3
128.32399,38.02754,598.79126,1,3,2,3
128.32414,38.02754,605.64459,1,3,2,3
128.32429,38.02754,613.375,1,3,2,3
128.32609,38.02754,642.22168,1,3,2,3
128.32624,38.02754,634.90204,1,3,2,3
128.32639,38.02754,628.58685,1,3,2,2
128.32654,38.02754,624.14294,1,3,2,2
128.32669,38.02754,621.63397,1,3,2,0
128.32684,38.02754,622.62787,1,3,2,0
128.32699,38.02754,616.96692,1,3,2,2
128.32715,38.02754,612.19543,1,3,2,0
128.3273,38.02754,611.70538,1,3,2,0
128.32745,38.02754,611.6153,1,3,2,0
128.3276,38.02754,610.4151,1,3,2,0
128.32775,38.02754,608.88788,1,3,2,0
128.3279,38.02754,607.30255,1,3,2,1
128.32805,38.02754,609.71838,1,2,2,1
128.3282,38.02754,608.33679,1,2,2,2
128.32835,38.02754,602.89575,1,2,2,2
128.3285,38.02754,595.15723,1,2,2,3
128.32865,38.02754,586.63586,1,2,2,3
128.3288,38.02754,578.34143,1,2,2,3
128.32895,38.02754,570.41528,1,2,2,3
128.3291,38.02754,563.0929,1,2,2,2
128.32925,38.02754,558.57587,1,2,2,2
128.33075,38.02754,582.51422,1,3,2,1
128.3309,38.02754,584.87457,1,3,2,1
128.33105,38.02754,586.88293,1,3,2,0
128.3312,38.02754,587.47198,1,3,2,0
128.33135,38.02754,587.3205,1,3,2,0
128.3315,38.02754,587.46649,1,3,2,0
128.33165,38.02754,587.24597,1,3,2,0
128.3318,38.02754,588.5639,1,3,2,0
128.33195,38.02754,590.33228,1,3,2,1
128.3321,38.02754,593.21808,1,3,2,2
128.33225,38.02754,597.21191,1,3,2,2
128.3324,38.02754,601.67169,1,3,2,2
128.33255,38.02754,605.77905,1,3,2,2
128.3327,38.02754,609.0929,1,3,2,1
128.33285,38.02754,611.84192,1,3,2,1
128.333,38.02754,614.70679,1,3,2,1
128.33315,38.02754,617.89117,1,3,2,1
128.33331,38.02754,623.50439,1,3,2,2
128.33346,38.02754,629.5636,1,3,2,2
128.33361,38.02754,635.57947,1,3,2,2
128.33376,38.02754,642.11078,1,3,2,3
128.33391,38.02754,649.13666,1,3,2,3
128.33406,38.02754,655.62701,1,3,3,3
128.33421,38.02754,660.84991,1,3,3,2
128.33481,38.02754,686.23926,1,2,2,3
128.33496,38.02754,693.2525,1,2,2,3
128.33511,38.02754,699.75464,1,2,2,3
128.33526,38.02754,705.40552,1,2,2,2
128.33541,38.02754,709.91931,1,2,2,0
128.33556,38.02754,708.97986,1,2,2,0
128.33571,38.02754,701.9458,1,2,2,3
128.33586,38.02754,693.44788,1,2,2,3
128.33601,38.02754,684.53711,1,2,2,3
128.33616,38.02754,676.43817,1,2,2,3
128.33631,38.02754,669.1864,1,2,2,3
128.33646,38.02754,662.43762,1,2,2,3
128.33661,38.02754,656.38782,1,2,2,2
128.33676,38.02754,650.75311,1,2,2,3
128.33691,38.02754,644.53705,1,2,2,3
128.33706,38.02754,639.29449,1,2,2,2
128.33721,38.02754,634.91882,1,2,2,2
128.33736,38.02754,631.74976,1,2,2,1
128.33751,38.02754,629.79974,1,2,2,1
128.33766,38.02754,627.38647,1,2,2,1
128.33781,38.02754,622.48328,1,2,2,2
128.33796,38.02754,616.73413,1,2,2,1
128.33811,38.02754,613.32257,1,2,2,1
128.33826,38.02754,611.58527,1,2,2,1
128.33841,38.02754,610.83228,1,2,2,0
128.33856,38.02754,609.35455,1,2,2,1
128.33871,38.02754,606.8822,1,2,2,1
128.33886,38.02754,604.52905,1,2,2,1
128.33962,38.02754,613.76208,1,1,2,1
128.33977,38.02754,612.00018,1,1,2,1
128.33992,38.02754,604.6781,1,1,2,3
128.34007,38.02754,595.36511,1,1,2,3
128.34022,38.02754,588.38818,1,3,2,3
128.34037,38.02754,584.1748,1,3,2,1
128.34052,38.02754,581.93011,1,3,2,2
128.34067,38.02754,576.9447,1,3,2,2
128.34082,38.02754,567.84485,1,3,2,3
128.34097,38.02754,557.76904,1,3,2,3
128.34112,38.02754,548.41266,1,3,2,3
128.34127,38.02754,540.29834,1,3,2,2
128.34142,38.02754,534.86359,1,3,2,2
128.34157,38.02754,534.39655,1,3,2,0
128.34172,38.02754,538.46924,1,3,2,2
128.34202,38.02754,554.73175,1,3,3,2
128.34217,38.02754,560.20325,1,3,3,2
128.34232,38.02754,556.13904,1,3,3,2
128.34247,38.02754,547.7702,1,3,3,3
128.34262,38.02754,543.54938,1,3,3,1
128.34277,38.02754,545.83685,1,3,3,1
128.34292,38.02754,549.56531,1,3,3,2
128.34307,38.02754,554.82251,1,2,2,3
128.34322,38.02754,561.97742,1,2,2,3
128.34337,38.02754,569.90686,1,2,2,3
128.34352,38.02754,577.84216,1,2,2,3
128.34367,38.02754,585.14771,1,2,2,2
128.34382,38.02754,591.1955,1,2,2,2
128.34397,38.02754,597.13141,1,2,2,3
128.34412,38.02754,605.79669,1,3,2,3
128.34427,38.02754,614.46594,1,3,2,3
128.34442,38.02754,621.27264,1,3,2,3
128.34457,38.02754,627.57159,1,3,2,2
128.34472,38.02754,632.1283,1,3,2,2
128.34487,38.02754,633.98157,1,3,2,1
128.38003,38.02754,527.14056,1,3,2,2
128.38018,38.02754,521.77515,1,3,2,2
128.38033,38.02754,515.87738,1,3,2,2
128.38048,38.02754,508.21643,1,3,2,3
128.38063,38.02754,498.28714,1,3,2,3
128.38078,38.02754,488.56335,1,3,2,3
128.38093,38.02754,480.26895,1,3,2,2
128.38108,38.02754,476.01474,1,3,2,2
128.38123,38.02754,476.36365,1,3,2,0
128.38138,38.02754,479.17853,1,3,2,1
128.38153,38.02754,481.58295,1,3,2,0
128.38168,38.02754,482.54706,1,3,2,0
128.38183,38.02754,482.50644,1,3,2,0
128.38198,38.02754,482.23926,1,3,2,0
128.38213,38.02754,482.06802,1,3,2,0
128.38228,38.02754,482.36563,1,3,2,0
128.38364,38.02754,494.9201,1,3,2,2
128.38379,38.02754,498.94333,1,3,2,0
128.38394,38.02754,498.43329,1,3,2,0
128.38409,38.02754,495.63806,1,3,2,1
128.38424,38.02754,494.13068,1,3,2,0
128.38439,38.02754,494.26642,1,3,2,0
128.38454,38.02754,494.71518,1,3,2,0
128.38469,38.02754,494.98694,1,3,2,0
128.38484,38.02754,495.0585,1,3,2,0
128.38499,38.02754,494.99658,1,3,2,0
128.38544,38.02754,493.63101,1,3,2,2
128.38559,38.02754,489.15799,1,3,2,1
128.38574,38.02754,487.42078,1,3,2,0
128.38589,38.02754,487.07291,1,3,2,0
128.38604,38.02754,488.20901,1,3,2,2
128.38619,38.02754,493.92657,1,3,2,2
128.38634,38.02754,502.29434,1,3,2,3
128.38649,38.02754,504.54865,1,3,2,1
128.38664,38.02754,501.70709,1,3,2,2
128.38679,38.02754,496.66513,1,3,2,2
128.38694,38.02754,495.05167,1,3,2,0
128.38709,38.02754,493.97946,1,3,2,0
